Event ID,Date/Time UTC,Depth km,Magnitude,Latitude,Longitude,Distance From Closest Volcano
av91776246,2023-02-27 19:20:59,2.92,-0.06,56.8695,-158.2258333333,4.51 km (2.80 mi) W of Aniakchak (253º)
av91776021,2023-02-27 15:18:12,6.62,-0.25,56.887,-158.1611666667,0.72 km (0.45 mi) NNW of Aniakchak (329º)
av91776016,2023-02-27 15:16:58,2.37,0.91,56.8723333333,-158.195,2.64 km (1.64 mi) WSW of Aniakchak (247º)
av91775956,2023-02-27 13:58:32,3.75,0.51,56.9171666667,-158.0595,7.03 km (4.36 mi) ENE of Aniakchak (56º)
av91775881,2023-02-27 12:53:31,2.1,0.44,56.8458333333,-158.2011666667,4.86 km (3.02 mi) SW of Aniakchak (215º)
av91091548,2023-02-27 12:35:33,3.94,0.48,56.9155,-158.0746666667,6.17 km (3.83 mi) ENE of Aniakchak (52º)
av91775846,2023-02-27 12:21:45,6.5,-0.82,56.8688333333,-158.1393333333,1.70 km (1.06 mi) SSE of Aniakchak (146º)
av91775641,2023-02-27 09:01:29,1.15,0.26,56.9115,-158.045,7.47 km (4.64 mi) ENE of Aniakchak (63º)
av91091543,2023-02-27 08:34:38,5.39,0.91,56.8896666667,-158.1516666667,0.93 km (0.58 mi) NNE of Aniakchak (13º)
av91775586,2023-02-27 08:17:48,2.33,0.94,56.9046666667,-158.0795,5.26 km (3.27 mi) ENE of Aniakchak (61º)
av91775466,2023-02-27 05:57:15,3.74,0.13,56.8728333333,-158.1975,2.76 km (1.71 mi) W of Aniakchak (250º)
av91091533,2023-02-27 05:27:01,2.42,0.82,56.9076666667,-158.0535,6.82 km (4.23 mi) ENE of Aniakchak (65º)
av91091528,2023-02-27 04:18:15,-2.23,0.82,56.9066666667,-158.0483333333,7.06 km (4.38 mi) ENE of Aniakchak (67º)
av91091523,2023-02-27 03:52:58,3.42,0.87,56.8766666667,-158.1381666667,1.16 km (0.72 mi) SE of Aniakchak (118º)
av91091048,2023-02-26 23:54:08,2.48,0.95,56.8733333333,-158.1906666667,2.35 km (1.46 mi) WSW of Aniakchak (247º)
av91091038,2023-02-26 22:59:13,3.87,0.42,56.8668333333,-158.2373333333,5.26 km (3.27 mi) W of Aniakchak (252º)
av91091028,2023-02-26 21:15:32,1.69,0.96,56.9178333333,-158.0298333333,8.61 km (5.35 mi) ENE of Aniakchak (62º)
av91091023,2023-02-26 20:50:38,2.12,0.9,56.8663333333,-158.191,2.76 km (1.72 mi) WSW of Aniakchak (232º)
av91091018,2023-02-26 19:50:27,4.78,0.78,56.8663333333,-158.1148333333,2.97 km (1.84 mi) SE of Aniakchak (125º)
av91091013,2023-02-26 19:25:11,1.69,1.03,56.8615,-158.1191666667,3.11 km (1.93 mi) SSE of Aniakchak (136º)
av91091003,2023-02-26 17:32:55,5.61,0.59,56.852,-158.1761666667,3.52 km (2.19 mi) SSW of Aniakchak (201º)
av91090998,2023-02-26 16:19:19,2.7,0.52,56.876,-158.2426666667,5.36 km (3.33 mi) W of Aniakchak (263º)
av91090983,2023-02-26 16:00:11,4.49,0.97,56.8593333333,-158.1478333333,2.50 km (1.55 mi) S of Aniakchak (170º)
av91090973,2023-02-26 15:48:16,4.43,1.09,56.8526666667,-158.1738333333,3.40 km (2.11 mi) SSW of Aniakchak (200º)
av91774886,2023-02-26 15:26:17,-3.2,2.95,56.9255,-158.0053333333,10.32 km (6.41 mi) ENE of Aniakchak (62º)
av91090958,2023-02-26 12:31:25,4.3,1.35,56.916,-157.9898333333,10.74 km (6.67 mi) E of Aniakchak (69º)
av91090943,2023-02-26 11:08:12,-2.04,0.93,56.9096666667,-158.0175,8.92 km (5.54 mi) E of Aniakchak (69º)
av91090923,2023-02-26 11:03:48,2,0.89,56.8738333333,-158.1945,2.55 km (1.58 mi) W of Aniakchak (250º)
av91090918,2023-02-26 10:26:03,-2.05,0.2,56.9231666667,-157.996,10.71 km (6.65 mi) ENE of Aniakchak (64º)
av91090898,2023-02-26 09:41:02,-2.02,0.85,56.9171666667,-158.0053333333,9.92 km (6.16 mi) ENE of Aniakchak (66º)
av91090883,2023-02-26 06:09:13,3.04,0.86,56.8983333333,-158.0335,7.61 km (4.73 mi) E of Aniakchak (76º)
av91090878,2023-02-26 03:22:26,-2.19,1.6,56.9133333333,-158.0115,9.41 km (5.84 mi) E of Aniakchak (68º)
av91090843,2023-02-25 21:07:24,5.56,0.71,56.909,-158.177,3.34 km (2.07 mi) NNW of Aniakchak (336º)
av91774016,2023-02-25 19:46:19,-3.2,1.74,56.9046666667,-158.0411666667,7.38 km (4.58 mi) E of Aniakchak (70º)
av91090713,2023-02-25 15:39:15,1.92,1.44,56.8645,-158.1848333333,2.62 km (1.63 mi) SW of Aniakchak (224º)
av91090703,2023-02-25 14:24:05,8.64,0.86,56.8555,-158.0305,8.10 km (5.03 mi) ESE of Aniakchak (111º)
av91090688,2023-02-25 11:49:05,3.31,0.79,56.9186666667,-158.0193333333,9.22 km (5.72 mi) ENE of Aniakchak (63º)
av91090678,2023-02-25 11:44:19,2.65,1.43,56.8633333333,-158.1213333333,2.88 km (1.79 mi) SE of Aniakchak (135º)
av91090673,2023-02-25 10:50:51,3.19,1.16,56.9151666667,-158.0621666667,6.77 km (4.20 mi) ENE of Aniakchak (56º)
av91090668,2023-02-25 10:39:39,3.26,0.95,56.8941666667,-158.037,7.30 km (4.54 mi) E of Aniakchak (79º)
av91773151,2023-02-25 09:18:00,-2.1,1.75,56.9135,-158.0088333333,9.56 km (5.94 mi) E of Aniakchak (68º)
av91090623,2023-02-25 09:09:11,-0.33,2.05,56.9108333333,-158.0028333333,9.80 km (6.09 mi) E of Aniakchak (70º)
av91090608,2023-02-25 08:04:16,-2.74,1.74,56.9206666667,-158.013,9.66 km (6.00 mi) ENE of Aniakchak (63º)
av91090588,2023-02-25 07:50:09,0.85,1.47,56.9076666667,-158.0291666667,8.18 km (5.08 mi) E of Aniakchak (69º)
av91090573,2023-02-25 07:36:11,-1.4,1.21,56.908,-158.0316666667,8.05 km (5.00 mi) E of Aniakchak (68º)
av91090563,2023-02-25 07:30:23,3.95,1.16,56.9131666667,-158.032,8.26 km (5.13 mi) ENE of Aniakchak (65º)
av91090558,2023-02-25 07:27:34,6.08,1.08,56.9241666667,-158.067,7.15 km (4.44 mi) ENE of Aniakchak (48º)
av91090528,2023-02-25 05:24:30,1.92,0.92,56.9163333333,-158.0208333333,9.02 km (5.60 mi) ENE of Aniakchak (65º)
av91772946,2023-02-25 04:13:53,3.39,0.31,56.8588333333,-158.1905,3.32 km (2.06 mi) SW of Aniakchak (221º)
av91090523,2023-02-25 03:20:23,2.31,-0.15,56.872,-158.1946666667,2.63 km (1.63 mi) WSW of Aniakchak (246º)
av91772906,2023-02-25 02:45:07,0.59,0.38,56.8635,-158.1438333333,2.11 km (1.31 mi) S of Aniakchak (161º)
av91090498,2023-02-25 00:05:04,6.5,1.68,56.9075,-158.1408333333,3.02 km (1.87 mi) NNE of Aniakchak (17º)
av91090483,2023-02-24 23:19:34,4.2,0.32,56.8586666667,-158.1848333333,3.12 km (1.94 mi) SW of Aniakchak (216º)
av91090433,2023-02-24 18:33:06,2.31,1.14,56.921,-158.0138333333,9.63 km (5.98 mi) ENE of Aniakchak (63º)
av91772371,2023-02-24 18:16:13,-3.16,1.5,56.9211666667,-158.0338333333,8.58 km (5.33 mi) ENE of Aniakchak (59º)
av91090243,2023-02-24 09:31:44,-3.13,-0.16,56.9005,-158.0006666667,9.61 km (5.97 mi) E of Aniakchak (77º)
av91771826,2023-02-24 06:27:41,2.92,2.64,56.917,-158.0171666667,9.25 km (5.75 mi) ENE of Aniakchak (65º)
av91090348,2023-02-23 22:31:30,4.47,0.89,56.9278333333,-158.019,9.73 km (6.04 mi) ENE of Aniakchak (58º)
av91090353,2023-02-23 22:31:21,2.43,0.35,56.935,-158.0126666667,10.49 km (6.51 mi) ENE of Aniakchak (55º)
av91090068,2023-02-23 20:36:47,19.03,0.5,56.8353333333,-157.9158333333,15.42 km (9.58 mi) ESE of Aniakchak (109º)
av91090288,2023-02-23 19:55:45,1.9,0.1,56.9248333333,-158.0233333333,9.33 km (5.80 mi) ENE of Aniakchak (59º)
av91090253,2023-02-23 19:07:22,-2.54,1.07,56.9261666667,-158.005,10.37 km (6.44 mi) ENE of Aniakchak (61º)
av91090248,2023-02-23 19:07:11,-1.03,1.14,56.9148333333,-158.005,9.83 km (6.11 mi) E of Aniakchak (68º)
av91090228,2023-02-23 19:01:17,1.46,-0.04,56.9108333333,-158.0131666667,9.21 km (5.72 mi) E of Aniakchak (69º)
av91090293,2023-02-23 17:07:32,4.8,1.48,56.8831666667,-158.1736666667,1.15 km (0.71 mi) WNW of Aniakchak (279º)
av91090143,2023-02-22 19:11:56,-1.97,0.11,56.9143333333,-158.0336666667,8.22 km (5.11 mi) ENE of Aniakchak (64º)
av91090138,2023-02-22 18:55:19,3.03,-0.6,56.9095,-158.0735,5.85 km (3.63 mi) ENE of Aniakchak (58º)
av91090133,2023-02-22 18:47:41,2.77,0.79,56.9093333333,-158.0583333333,6.64 km (4.12 mi) ENE of Aniakchak (62º)
av91090128,2023-02-22 18:38:13,0.76,-0.45,56.9075,-158.0656666667,6.15 km (3.82 mi) ENE of Aniakchak (62º)
av91090123,2023-02-22 17:55:59,2.52,-0.03,56.9095,-158.073,5.87 km (3.65 mi) ENE of Aniakchak (58º)
av91089933,2023-02-22 17:31:48,4,0.6,56.9135,-158.0521666667,7.19 km (4.46 mi) ENE of Aniakchak (60º)
av91089918,2023-02-22 16:31:32,3.45,0.59,56.8518333333,-158.1513333333,3.31 km (2.05 mi) S of Aniakchak (176º)
av91089913,2023-02-22 15:55:00,3.99,0.06,56.893,-158.0403333333,7.08 km (4.40 mi) E of Aniakchak (80º)
av91089908,2023-02-22 14:59:41,9.03,-0.6,56.8871666667,-158.1551666667,0.63 km (0.39 mi) N of Aniakchak (359º)
av91089903,2023-02-22 14:39:03,5.4,-0.11,56.8891666667,-158.1563333333,0.86 km (0.53 mi) N of Aniakchak (355º)
av91090113,2023-02-22 11:04:48,3.13,0.72,56.909,-158.0901666667,4.99 km (3.10 mi) ENE of Aniakchak (52º)
av91089893,2023-02-22 09:44:19,2.43,1.06,56.8766666667,-158.168,0.96 km (0.59 mi) WSW of Aniakchak (236º)
av91770201,2023-02-22 09:38:21,0.63,0.87,56.8628333333,-158.1855,2.78 km (1.73 mi) SW of Aniakchak (222º)
av91089888,2023-02-22 08:36:27,3,0.77,56.9128333333,-158.0543333333,7.04 km (4.37 mi) ENE of Aniakchak (60º)
av91089883,2023-02-22 08:35:42,-2.14,1.41,56.9166666667,-158.0366666667,8.18 km (5.08 mi) ENE of Aniakchak (61º)
av91089873,2023-02-22 08:01:00,3.24,-0.1,56.9106666667,-158.0448333333,7.43 km (4.62 mi) ENE of Aniakchak (64º)
av91089868,2023-02-22 07:28:18,2.55,-0.6,56.9233333333,-158.034,8.70 km (5.40 mi) ENE of Aniakchak (58º)
av91089863,2023-02-22 07:28:06,4.12,-0.39,56.9195,-158.072,6.58 km (4.08 mi) ENE of Aniakchak (50º)
av91089858,2023-02-22 06:34:19,3.09,0.79,56.9143333333,-158.048,7.45 km (4.63 mi) ENE of Aniakchak (61º)
av91089853,2023-02-22 06:32:50,6.37,-0.23,56.879,-158.1083333333,2.85 km (1.77 mi) ESE of Aniakchak (96º)
av91089848,2023-02-22 06:31:34,1.99,0.77,56.916,-158.0555,7.16 km (4.44 mi) ENE of Aniakchak (58º)
av91089843,2023-02-22 04:03:37,-1.46,0.65,56.902,-158.0446666667,7.08 km (4.40 mi) E of Aniakchak (71º)
av91089663,2023-02-21 23:57:16,-2.22,1.99,56.9093333333,-158.0238333333,8.55 km (5.31 mi) E of Aniakchak (69º)
av91089658,2023-02-21 23:11:46,-3.13,1.91,56.9226666667,-158.0141666667,9.70 km (6.02 mi) ENE of Aniakchak (62º)
av91769471,2023-02-21 17:02:25,4.25,-0.09,56.8586666667,-158.1443333333,2.62 km (1.63 mi) S of Aniakchak (166º)
av91769316,2023-02-21 14:33:56,2.33,0.27,56.849,-158.1988333333,4.49 km (2.79 mi) SW of Aniakchak (216º)
av91769256,2023-02-21 12:56:46,4,0.34,56.9011666667,-158.0785,5.14 km (3.19 mi) ENE of Aniakchak (65º)
av91768726,2023-02-21 03:20:24,3.92,0.34,56.9125,-158.0751666667,5.95 km (3.69 mi) ENE of Aniakchak (55º)
av91090093,2023-02-20 23:31:31,18.17,0.51,56.8896666667,-157.8498333333,18.56 km (11.53 mi) E of Aniakchak (87º)
av91090083,2023-02-20 23:03:57,-1.35,0.36,56.916,-158.0011666667,10.10 km (6.27 mi) E of Aniakchak (68º)
av91090073,2023-02-20 22:21:21,5.2,-0.13,56.8916666667,-158.1403333333,1.44 km (0.89 mi) NE of Aniakchak (38º)
av91090053,2023-02-20 19:07:04,-1.23,0.51,56.8651666667,-158.1885,2.73 km (1.69 mi) WSW of Aniakchak (228º)
av91090043,2023-02-20 18:48:51,2.02,1.3,56.866,-158.1288333333,2.34 km (1.46 mi) SSE of Aniakchak (137º)
av91090023,2023-02-20 16:54:43,4.75,0.04,56.9216666667,-157.9898333333,10.98 km (6.82 mi) ENE of Aniakchak (66º)
av91768186,2023-02-20 16:36:23,3.64,0.25,56.894,-158.0421666667,6.99 km (4.34 mi) E of Aniakchak (78º)
av91768096,2023-02-20 15:38:02,3.35,-0.18,56.9105,-158.0781666667,5.67 km (3.52 mi) ENE of Aniakchak (55º)
av91768051,2023-02-20 15:15:26,-3.11,0.72,56.9176666667,-158.026,8.81 km (5.47 mi) ENE of Aniakchak (63º)
av91089983,2023-02-20 14:44:31,13.2,0.24,56.98,-157.9006666667,18.92 km (11.75 mi) ENE of Aniakchak (55º)
av91767991,2023-02-20 14:29:48,-3.14,0.86,56.9185,-158.0178333333,9.29 km (5.77 mi) ENE of Aniakchak (64º)
av91089978,2023-02-20 13:45:18,3.47,0.02,56.8736666667,-158.2036666667,3.08 km (1.91 mi) W of Aniakchak (254º)
av91089793,2023-02-20 11:53:14,1.14,-0.33,56.9205,-158.0185,9.35 km (5.81 mi) ENE of Aniakchak (62º)
av91767861,2023-02-20 11:48:38,3.48,0.03,56.9108333333,-158.069,6.16 km (3.82 mi) ENE of Aniakchak (58º)
av91089778,2023-02-20 10:24:43,-2.45,0.35,56.9043333333,-158.0131666667,8.98 km (5.58 mi) E of Aniakchak (74º)
av91089763,2023-02-20 09:09:04,5.02,0.19,56.9358333333,-158.0128333333,10.54 km (6.54 mi) ENE of Aniakchak (55º)
av91089748,2023-02-20 07:38:52,-2.59,-0.26,56.916,-158.0136666667,9.40 km (5.84 mi) ENE of Aniakchak (66º)
av91089723,2023-02-20 06:19:08,7.54,-0.46,56.8638333333,-158.118,2.99 km (1.85 mi) SE of Aniakchak (131º)
av91089688,2023-02-20 05:01:45,3.29,-0.23,56.8696666667,-158.1181666667,2.60 km (1.61 mi) SE of Aniakchak (120º)
av91767501,2023-02-20 04:51:54,4.25,0.51,56.9295,-158.025,9.53 km (5.92 mi) ENE of Aniakchak (56º)
av91089643,2023-02-20 01:38:13,-2.72,0.53,56.9171666667,-158.0171666667,9.26 km (5.75 mi) ENE of Aniakchak (65º)
av91089638,2023-02-20 01:31:17,4.28,0.06,56.9163333333,-158.0578333333,7.06 km (4.38 mi) ENE of Aniakchak (57º)
av91089633,2023-02-20 01:03:44,-2.49,0.45,56.9126666667,-158.0218333333,8.80 km (5.46 mi) ENE of Aniakchak (67º)
av91089623,2023-02-20 00:44:01,-2.48,0.79,56.912,-158.009,9.49 km (5.90 mi) E of Aniakchak (69º)
av91767266,2023-02-19 23:08:49,3.24,1.32,56.91,-158.0793333333,5.58 km (3.47 mi) ENE of Aniakchak (55º)
av91089833,2023-02-19 22:47:56,-3.18,1.13,56.9136666667,-158.0458333333,7.53 km (4.68 mi) ENE of Aniakchak (62º)
av91089813,2023-02-19 19:59:18,-2.72,0.85,56.9096666667,-158.0441666667,7.42 km (4.61 mi) ENE of Aniakchak (65º)
av91089823,2023-02-19 18:25:29,-3.06,1.05,56.9136666667,-158.0295,8.42 km (5.23 mi) ENE of Aniakchak (65º)
av91766991,2023-02-19 17:14:38,0.56,-0.23,56.9131666667,-158.0266666667,8.55 km (5.31 mi) ENE of Aniakchak (66º)
av91766981,2023-02-19 17:02:29,5.13,0.07,56.8635,-158.1973333333,3.26 km (2.02 mi) WSW of Aniakchak (232º)
av91766841,2023-02-19 14:01:32,2.43,1.76,56.8785,-158.1673333333,0.82 km (0.51 mi) WSW of Aniakchak (246º)
av91766731,2023-02-19 11:32:18,1.12,0.34,56.9081666667,-158.0378333333,7.71 km (4.79 mi) ENE of Aniakchak (67º)
av91766711,2023-02-19 11:05:18,2.92,-0.26,56.907,-158.0593333333,6.47 km (4.01 mi) ENE of Aniakchak (64º)
av91766511,2023-02-19 05:46:13,4.88,0.27,56.8713333333,-158.0973333333,3.68 km (2.29 mi) ESE of Aniakchak (108º)
av91089818,2023-02-19 04:33:18,-2.45,1.44,56.9236666667,-158.0068333333,10.15 km (6.30 mi) ENE of Aniakchak (62º)
av91766346,2023-02-19 01:39:56,3.16,1.02,56.8805,-158.1775,1.37 km (0.85 mi) W of Aniakchak (265º)
av91089548,2023-02-18 15:34:33,2.14,0.45,56.8735,-158.172,1.36 km (0.85 mi) WSW of Aniakchak (229º)
av91089533,2023-02-18 03:10:44,4.62,0.81,56.92,-158.0761666667,6.42 km (3.99 mi) ENE of Aniakchak (48º)
av91089518,2023-02-18 00:23:58,-1.03,1.74,56.9178333333,-158.005,9.96 km (6.19 mi) ENE of Aniakchak (66º)
av91765086,2023-02-17 23:41:12,4.86,3.26,56.8826666667,-158.0956666667,3.61 km (2.24 mi) E of Aniakchak (88º)
av91089393,2023-02-17 23:40:30,5.22,0.2,56.8845,-158.0991666667,3.41 km (2.12 mi) E of Aniakchak (84º)
av91089368,2023-02-17 18:06:12,6.8,0.54,56.9533333333,-158.1471666667,8.00 km (4.97 mi) NNE of Aniakchak (3º)
av91089353,2023-02-17 15:22:07,5.85,0.72,56.9196666667,-158.083,6.09 km (3.78 mi) ENE of Aniakchak (46º)
av91089323,2023-02-17 14:55:03,6.69,2.66,56.8576666667,-158.0386666667,7.55 km (4.69 mi) ESE of Aniakchak (110º)
av91764356,2023-02-17 11:38:42,5.5,2.02,56.8965,-158.0518333333,6.48 km (4.03 mi) E of Aniakchak (75º)
av91089153,2023-02-16 20:01:26,6.25,0.1,56.866,-158.159,1.74 km (1.08 mi) SSW of Aniakchak (188º)
av91089013,2023-02-15 15:26:09,2.55,0.93,56.8645,-158.1713333333,2.14 km (1.33 mi) SW of Aniakchak (208º)
av91089003,2023-02-15 12:12:03,-0.42,1.28,56.9075,-158.0698333333,5.93 km (3.68 mi) ENE of Aniakchak (61º)
av91762136,2023-02-15 07:31:31,-3.2,2.04,56.9113333333,-158.081,5.59 km (3.47 mi) ENE of Aniakchak (54º)
av91088983,2023-02-15 03:24:01,4.61,-0.2,56.9095,-158.0708333333,5.99 km (3.72 mi) ENE of Aniakchak (59º)
av91088978,2023-02-15 02:14:01,-2.78,1.18,56.9071666667,-158.0008333333,9.79 km (6.08 mi) E of Aniakchak (73º)
av91088458,2023-02-10 01:43:16,3.04,-0.41,56.8758333333,-158.2,2.81 km (1.74 mi) W of Aniakchak (257º)
av91088438,2023-02-10 00:27:52,3.08,0.13,56.8796666667,-158.2028333333,2.91 km (1.81 mi) W of Aniakchak (266º)
av91088433,2023-02-10 00:26:37,1.71,0.09,56.926,-158.0068333333,10.27 km (6.38 mi) ENE of Aniakchak (61º)
av91088418,2023-02-09 22:33:36,4,-0.27,56.9246666667,-158.0245,9.26 km (5.75 mi) ENE of Aniakchak (59º)
av91088413,2023-02-09 21:04:11,2.43,-0.02,56.9185,-158.0286666667,8.70 km (5.41 mi) ENE of Aniakchak (62º)
av91088408,2023-02-09 21:03:14,5.21,0.41,56.9316666667,-158.1386666667,5.67 km (3.52 mi) NNE of Aniakchak (10º)
av91088393,2023-02-09 19:38:11,1.95,0.2,56.9116666667,-158.0146666667,9.16 km (5.69 mi) E of Aniakchak (68º)
av91088388,2023-02-09 19:36:47,2.72,-0.42,56.9095,-158.0351666667,7.92 km (4.92 mi) ENE of Aniakchak (67º)
av91088378,2023-02-09 19:34:02,4.18,-0.52,56.9076666667,-158.0946666667,4.68 km (2.91 mi) ENE of Aniakchak (52º)
av91088358,2023-02-09 19:15:11,0.96,0.23,56.912,-158.0275,8.45 km (5.25 mi) ENE of Aniakchak (66º)
av91757371,2023-02-09 16:36:15,1.53,0.42,56.8548333333,-158.184,3.45 km (2.14 mi) SW of Aniakchak (211º)
av91088333,2023-02-09 16:33:22,3.1,0.32,56.87,-158.1685,1.52 km (0.94 mi) SW of Aniakchak (213º)
av91088293,2023-02-09 14:19:45,2.47,0.29,56.8611666667,-158.1653333333,2.35 km (1.46 mi) SSW of Aniakchak (196º)
av91088288,2023-02-09 14:18:07,0.82,0.86,56.8973333333,-158.0143333333,8.72 km (5.42 mi) E of Aniakchak (78º)
av91088283,2023-02-09 14:09:37,2.06,0.47,56.8736666667,-158.1888333333,2.23 km (1.39 mi) WSW of Aniakchak (247º)
av91088278,2023-02-09 13:59:00,1.33,0.64,56.867,-158.1946666667,2.90 km (1.80 mi) WSW of Aniakchak (236º)
av91088273,2023-02-09 13:47:34,3.64,1.27,56.9166666667,-158.0536666667,7.29 km (4.53 mi) ENE of Aniakchak (58º)
av91088208,2023-02-09 08:54:27,4.76,1.01,56.9148333333,-157.9763333333,11.47 km (7.12 mi) E of Aniakchak (71º)
av91088198,2023-02-09 07:27:44,1.64,1.16,56.8573333333,-158.2033333333,3.98 km (2.47 mi) WSW of Aniakchak (228º)
av91088193,2023-02-09 07:19:38,0.63,0.1,56.8628333333,-158.2116666667,4.02 km (2.50 mi) WSW of Aniakchak (239º)
av91088188,2023-02-09 07:05:56,1,0.3,56.9166666667,-158.0273333333,8.68 km (5.39 mi) ENE of Aniakchak (63º)
av91088163,2023-02-09 05:42:51,1.91,0.88,56.9116666667,-158.05,7.20 km (4.47 mi) ENE of Aniakchak (62º)
av91088158,2023-02-09 05:42:18,2.42,-0.59,56.912,-158.0676666667,6.30 km (3.91 mi) ENE of Aniakchak (57º)
av91088153,2023-02-09 05:41:57,0.89,0.24,56.9143333333,-158.0378333333,8.00 km (4.97 mi) ENE of Aniakchak (63º)
av91756981,2023-02-09 04:21:25,5.02,-0.34,56.8875,-158.1686666667,1.07 km (0.66 mi) NW of Aniakchak (309º)
av91088088,2023-02-09 02:15:28,2.45,0.24,56.9235,-158.0168333333,9.60 km (5.96 mi) ENE of Aniakchak (61º)
av91088078,2023-02-09 01:42:32,-2.73,0.9,56.9193333333,-158.027,8.84 km (5.49 mi) ENE of Aniakchak (62º)
av91088073,2023-02-09 01:26:43,4.39,0.47,56.9198333333,-158.066,6.88 km (4.27 mi) ENE of Aniakchak (52º)
av91088063,2023-02-08 23:22:09,-0.91,0.7,56.8851666667,-158.0158333333,8.46 km (5.26 mi) E of Aniakchak (87º)
av91088053,2023-02-08 22:10:32,3.67,1.15,56.9148333333,-158.059,6.91 km (4.29 mi) ENE of Aniakchak (58º)
av91088048,2023-02-08 21:27:56,3.2,-0.65,56.9183333333,-158.0728333333,6.46 km (4.01 mi) ENE of Aniakchak (51º)
av91088043,2023-02-08 21:26:12,-2.01,0.82,56.9231666667,-157.9986666667,10.56 km (6.56 mi) ENE of Aniakchak (64º)
av91088023,2023-02-08 19:47:38,5.52,-0.32,56.8938333333,-158.0963333333,3.82 km (2.37 mi) E of Aniakchak (69º)
av91088008,2023-02-08 19:46:32,2.37,-0.19,56.9148333333,-158.0443333333,7.67 km (4.77 mi) ENE of Aniakchak (61º)
av91088018,2023-02-08 19:17:27,2.02,1.1,56.866,-158.1315,2.24 km (1.39 mi) SSE of Aniakchak (140º)
av91087973,2023-02-08 17:38:52,2.09,-0.04,56.9123333333,-158.064,6.50 km (4.04 mi) ENE of Aniakchak (58º)
av91087963,2023-02-08 17:02:39,0.3,0.16,56.8555,-158.1738333333,3.11 km (1.93 mi) SSW of Aniakchak (202º)
av91087958,2023-02-08 17:01:19,0.86,-0.13,56.9121666667,-158.0381666667,7.87 km (4.89 mi) ENE of Aniakchak (64º)
av91087948,2023-02-08 16:58:40,-0.91,0.81,56.8775,-158.0166666667,8.42 km (5.23 mi) ESE of Aniakchak (93º)
av91087938,2023-02-08 16:52:39,1.15,0.29,56.8831666667,-158.0738333333,4.93 km (3.06 mi) E of Aniakchak (88º)
av91087923,2023-02-08 16:22:54,3.01,0.26,56.9126666667,-158.0385,7.88 km (4.89 mi) ENE of Aniakchak (64º)
av91087913,2023-02-08 15:30:55,4.09,-0.56,56.8663333333,-158.1898333333,2.71 km (1.68 mi) WSW of Aniakchak (231º)
av91087883,2023-02-08 14:45:24,-2.27,0.34,56.9225,-158.0068333333,10.09 km (6.26 mi) ENE of Aniakchak (63º)
av91087838,2023-02-08 12:55:31,-1.52,1.28,56.909,-157.9966666667,10.09 km (6.27 mi) E of Aniakchak (72º)
av91087858,2023-02-08 12:45:01,-2.12,1.08,56.9131666667,-158.0183333333,9.02 km (5.60 mi) ENE of Aniakchak (67º)
av91087803,2023-02-08 08:02:47,3.21,0.94,56.8715,-158.1636666667,1.23 km (0.76 mi) SW of Aniakchak (205º)
av91087798,2023-02-08 07:35:13,3.44,0.56,56.9136666667,-158.0638333333,6.59 km (4.09 mi) ENE of Aniakchak (57º)
av91087733,2023-02-08 02:38:34,2.13,0.7,56.9078333333,-158.038,7.69 km (4.77 mi) E of Aniakchak (68º)
av91087698,2023-02-08 01:09:09,3.92,0.74,56.8765,-158.2083333333,3.29 km (2.04 mi) W of Aniakchak (260º)
av91087693,2023-02-08 01:02:56,-2.03,0.96,56.904,-158.0086666667,9.23 km (5.73 mi) E of Aniakchak (74º)
av91087663,2023-02-07 21:15:34,-0.02,0.98,56.8525,-158.2175,4.98 km (3.09 mi) WSW of Aniakchak (230º)
av91087648,2023-02-07 20:15:29,3.85,1.1,56.8901666667,-158.1026666667,3.32 km (2.06 mi) E of Aniakchak (73º)
av91087638,2023-02-07 19:19:49,3.1,0.29,56.8748333333,-158.2,2.83 km (1.76 mi) W of Aniakchak (255º)
av91087483,2023-02-07 02:41:45,4.12,0.54,56.9315,-158.023,9.75 km (6.06 mi) ENE of Aniakchak (55º)
av91087298,2023-02-04 13:33:36,6.46,1.87,56.845,-158.014,9.48 km (5.89 mi) SE of Aniakchak (115º)
av91087293,2023-02-04 12:24:26,-2.62,0.67,56.873,-158.1986666667,2.82 km (1.75 mi) W of Aniakchak (250º)
av91087283,2023-02-04 11:16:53,-3.16,1.01,56.8878333333,-158.1853333333,1.97 km (1.23 mi) WNW of Aniakchak (291º)
av91086918,2023-02-02 22:47:42,-2.18,0.58,56.9031666667,-158.0048333333,9.43 km (5.86 mi) E of Aniakchak (75º)
av91086783,2023-02-02 15:26:58,-1.38,-0.11,56.9123333333,-158.0276666667,8.46 km (5.25 mi) ENE of Aniakchak (66º)
av91086778,2023-02-02 15:25:14,2.88,0.07,56.9086666667,-158.0253333333,8.43 km (5.24 mi) E of Aniakchak (69º)
av91086718,2023-02-02 11:37:47,1.09,-0.21,56.9135,-158.0358333333,8.06 km (5.01 mi) ENE of Aniakchak (64º)
av91086703,2023-02-02 09:11:00,8.19,-0.29,56.891,-158.164,1.19 km (0.74 mi) NNW of Aniakchak (333º)
av91086683,2023-02-02 05:16:38,3.13,0.28,56.852,-158.1755,3.51 km (2.18 mi) SSW of Aniakchak (201º)
av91086613,2023-02-02 01:46:13,3.2,-0.25,56.8953333333,-158.0551666667,6.26 km (3.89 mi) E of Aniakchak (76º)
