mag,lat,lon,depth,time
1.24,64.9817,-147.3149,0.0,1604012435.52217
1.66,64.412,-147.3908,7.1471,1604043773.04451
0.41,64.4159,-147.3929,5.0,1604044367.23355
0.86,64.3888,-147.3818,2.8019,1604044574.03702
0.43,64.4087,-147.3809,5.8152,1604045775.25474
0.88,64.7432,-148.9229,13.1366,1604063615.93995
0.83,64.4233,-147.3676,6.1836,1604071598.28123
0.7,64.6711,-146.7902,5.1908,1604073774.01381
0.63,64.6641,-147.7127,10.8275,1604074943.25483
0.06,64.5973,-147.9113,11.5536,1604117409.97615
1.05,65.9485,-147.55,3.367,1604159841.58896
0.79,64.6765,-148.1738,10.2742,1604167610.75865
0.62,64.7565,-147.4405,18.3854,1604175061.48666
0.65,64.6571,-146.8439,2.623,1604184282.43319
1.15,64.993,-147.4458,0.0,1604185932.06184
0.47,64.7951,-147.7327,15.8312,1604218627.47047
0.38,64.2982,-147.3659,5.4965,1604233385.89584
1.65,64.761,-147.6998,11.9302,1604235468.9506
0.25,64.4214,-146.8711,5.2059,1604235957.15945
0.63,64.4103,-147.382,0.6709,1604272410.75895
1.48,64.3327,-146.8446,8.9787,1604274880.40904
1.3,64.9592,-147.3185,0.0,1604276272.73431
0.58,64.972,-147.7498,14.8904,1604280180.87059
0.54,64.8045,-148.7909,14.6229,1604328338.74204
0.97,64.6419,-148.3532,7.3189,1604348860.39531
0.55,64.9895,-148.4948,0.0,1604378478.05192
0.89,65.9561,-147.4864,8.6397,1604390911.5073
0.65,64.9023,-148.9358,15.6329,1604398363.5384
0.76,64.8432,-147.7786,12.4367,1604405785.39114
0.33,64.8434,-147.748,13.6787,1604406346.241
1.0,65.0468,-148.5097,7.8255,1604406837.64808
0.84,64.8412,-147.7609,16.5549,1604409114.02149
0.52,65.0025,-146.9178,7.9383,1604410829.06422
1.11,64.4694,-148.3858,12.9057,1604419711.25377
0.86,64.6214,-148.0483,10.819,1604432833.56247
0.5,64.5065,-147.7214,9.0072,1604434570.85738
0.13,64.484,-147.207,5.0,1604514423.93481
1.03,64.9279,-147.8757,10.9196,1604520654.78961
0.56,64.7344,-148.1898,12.3085,1604528235.00573
0.78,65.0103,-147.3897,14.5701,1604532479.79078
1.17,64.9852,-147.3306,0.0,1604534851.05997
0.02,64.6202,-147.0011,13.0577,1604538345.44759
1.24,64.3704,-148.232,11.9114,1604540562.19735
0.59,65.1331,-146.4852,1.008,1604545717.83194
0.67,65.088,-148.657,18.8215,1604621911.49247
1.38,64.5011,-147.7647,8.2681,1604624085.73482
1.21,64.2412,-148.4023,5.3732,1604668513.64577
0.39,64.9058,-148.2898,6.2889,1604695026.01897
0.19,64.429,-146.8911,15.2945,1604698320.86481
1.31,64.9845,-147.3781,0.0,1604699550.54892
1.34,64.9823,-147.401,0.0,1604794186.42593
0.36,64.8813,-148.6716,15.0068,1604803726.64102
0.3,64.972,-147.1272,10.9797,1604823261.34454
0.28,64.7877,-147.504,5.1124,1604824009.10975
0.85,64.6235,-147.9231,20.4017,1604833233.52038
1.08,65.9852,-148.0427,8.9665,1604853326.78438
0.43,64.7034,-146.8484,13.4032,1604870965.48797
1.33,64.987,-147.3658,0.0,1604880111.29984
1.15,65.8002,-147.7197,10.1332,1604889304.53532
0.75,65.8071,-147.6406,3.3357,1604889430.71595
1.11,64.8749,-148.9335,8.6726,1604966173.81163
0.78,64.8662,-148.9463,5.2729,1604966292.06773
0.43,64.7605,-147.3163,14.742,1604974018.01674
0.9,64.1717,-147.9487,3.0504,1605023121.86334
0.2,64.7959,-147.5147,16.5856,1605092676.92703
1.3,65.8246,-147.2135,9.0115,1605096018.91891
0.68,64.9732,-147.3493,0.0,1605140090.88929
0.78,64.5289,-148.0575,12.2772,1605176320.54532
2.14,65.096,-148.7874,20.5573,1605186484.66321
0.54,64.4379,-146.9466,5.3808,1605193336.42018
1.33,64.0609,-147.6656,4.7036,1605205819.13146
0.97,64.4866,-148.0518,15.5814,1605215338.03878
1.42,65.7844,-147.216,1.9805,1605222391.95988
1.21,64.9925,-147.334,0.0,1605226379.2804
0.68,64.4454,-147.4554,2.5791,1605269987.55006
0.75,64.3162,-148.2854,9.0699,1605292053.67237
0.87,64.8045,-147.9383,20.372,1605305138.91765
0.23,64.817,-147.8652,23.9736,1605306797.22435
1.26,64.9889,-147.3651,0.0,1605312324.61773
0.4,64.7788,-147.7845,12.5153,1605313958.8356
0.3,64.9493,-147.5637,11.6317,1605356128.12876
0.76,64.0976,-148.7538,7.9465,1605375862.95932
1.24,64.9907,-147.3257,0.0,1605399055.6364
0.61,65.0904,-148.6627,17.7359,1605413879.77013
0.57,64.7715,-148.2666,9.0368,1605417299.52974
0.46,65.0733,-148.6929,12.7759,1605418232.87357
0.25,64.6154,-147.1158,7.5805,1605436046.59002
0.2,64.8697,-147.3861,9.905,1605459846.91395
1.24,64.9887,-147.4152,0.0,1605485120.74428
0.32,64.8405,-147.3216,17.3419,1605499894.94021
0.54,64.568,-148.1949,14.5028,1605524855.19565
0.0,64.5578,-147.8138,11.5451,1605527573.25807
0.02,64.5367,-147.7845,9.2921,1605527959.59533
0.45,64.5418,-147.7858,10.3596,1605528063.62722
-0.16,64.5345,-147.7561,8.1173,1605528434.42937
0.41,64.675,-146.6687,10.1912,1605543634.9969
1.05,64.8029,-147.5428,3.7831,1605546792.92428
0.4,64.9817,-147.3968,0.0,1605557404.31814
0.75,64.9786,-147.3775,0.0,1605572730.68385
0.56,64.356,-146.8671,11.4261,1605603787.57293
0.33,65.0118,-147.9108,16.2207,1605615477.02934
0.5,64.5929,-148.8211,5.0765,1605623359.04552
0.39,64.5842,-147.0423,11.5102,1605636537.5133
1.17,64.9859,-147.352,0.0,1605661711.32609
1.53,64.4073,-147.3749,4.4491,1605749916.31747
0.52,64.4189,-147.3884,5.8274,1605782262.01007
1.03,64.9797,-147.3417,0.0,1605830941.38379
0.9,64.8744,-148.9049,14.7585,1605833650.99543
0.31,64.776,-148.1222,14.0252,1605837302.41858
0.95,64.2726,-148.1869,5.9826,1605908314.78937
1.35,64.9777,-147.3236,0.0,1605919183.0198
0.98,64.406,-147.3576,6.0665,1605933000.11507
0.88,64.7383,-148.2164,13.546,1605949374.11065
1.62,64.9859,-147.3781,0.0,1606003525.78282
1.05,64.4034,-147.3927,2.4205,1606038757.37504
0.92,64.6771,-146.8576,8.6127,1606043450.39011
0.25,64.7514,-147.596,14.1236,1606086651.2901
1.2,64.9913,-147.3768,0.0,1606090022.43457
0.84,64.2329,-147.0376,7.226,1606173155.35343
1.34,64.9821,-147.3097,0.0,1606176174.02345
0.65,64.8401,-148.6929,16.3069,1606184478.52658
1.27,64.9893,-147.3277,0.0,1606263159.89039
1.46,64.0133,-148.735,0.0,1606264649.1714
1.24,64.9593,-148.0769,23.1475,1606269948.0884
0.79,65.0796,-148.6342,8.6904,1606301422.32965
0.94,64.3694,-146.9309,3.9167,1606319115.16924
1.32,64.9805,-147.352,0.0,1606349612.99852
0.77,64.8648,-148.8484,16.9375,1606358222.88828
0.35,64.7176,-147.9228,13.8841,1606359544.22139
0.99,64.1672,-147.947,9.0963,1606370371.62296
0.81,64.5882,-147.9877,17.8398,1606376712.87868
1.6,64.7627,-148.9293,12.7445,1606393765.96783
0.99,64.8828,-148.9911,14.6376,1606424586.46999
1.16,64.963,-147.3769,0.0,1606435613.8658
1.31,64.4877,-147.5347,1.8617,1606467458.99242
0.41,64.4995,-147.4992,6.4939,1606468807.90938
1.28,65.5049,-148.4114,1.4095,1606515795.29026
0.34,64.8517,-148.7212,14.6734,1606531772.17285
0.71,64.9209,-148.1756,20.4938,1606541455.74751
0.15,64.763,-147.8121,14.648,1606590648.63319
1.28,64.9854,-147.3654,0.0,1606591317.34065
1.58,64.1861,-147.4254,7.027,1606604715.32757
0.28,64.9891,-147.7702,16.9435,1606635782.53643
0.8,64.4415,-148.1379,15.0089,1606642808.99182
0.48,64.4272,-148.1645,20.2152,1606645233.278
0.52,64.5983,-146.9807,17.8843,1606654990.93203
2.37,64.9027,-148.3109,7.3603,1606659359.64603
0.2,64.9056,-148.3305,7.6899,1606660716.57198
1.0,64.5931,-146.5513,4.8472,1606673395.85847
0.65,64.7528,-148.896,15.2736,1606678123.24641
1.36,64.9702,-147.4165,0.0,1606696355.13479
0.37,64.54,-147.1146,12.8054,1606714448.89093
0.45,64.749,-148.5196,11.6469,1606716359.3145
0.48,64.4128,-147.3965,6.2204,1606755502.29706
0.6,65.0478,-147.0628,16.9707,1606773180.10082
1.28,64.9808,-147.3219,0.0,1606781667.86941
0.49,64.836,-148.7663,0.5499,1606828256.33446
1.04,64.3459,-148.1866,14.2221,1606857308.75451
1.21,64.3552,-148.2817,14.7099,1606857517.27195
1.51,64.9887,-147.3813,0.0,1606871046.92945
0.7,64.4589,-147.4822,20.4423,1606889999.24921
0.42,64.4923,-147.862,8.6611,1606909453.6174
0.47,64.8685,-148.9977,21.1242,1606953550.74825
1.2,64.9829,-147.3366,0.0,1606955216.37711
0.58,64.7499,-148.5328,13.924,1606974636.15031
2.24,64.007,-148.7557,0.0,1606994455.19651
1.12,65.7731,-148.0096,9.2921,1607041604.33143
0.41,64.6078,-147.0857,8.002,1607048001.99068
0.4,64.9183,-148.3005,7.5318,1607048211.7764
0.46,64.7194,-147.5688,14.9197,1607073054.03527
-0.03,64.9074,-148.301,7.3586,1607083432.00368
0.05,64.8427,-148.6808,2.8773,1607086938.07711
1.21,64.1824,-148.8996,123.7388,1607108996.84828
1.15,64.9969,-147.3295,0.0,1607113297.06245
0.87,64.7604,-146.7438,9.1929,1607115339.18238
0.94,64.75,-146.7418,7.6591,1607115545.85334
-0.02,64.7142,-147.5942,11.3284,1607115671.59711
0.64,64.2067,-148.0237,0.5014,1607118289.51041
1.16,64.9315,-148.9531,20.5453,1607119953.64819
1.66,64.0,-148.7026,0.0,1607130995.77484
0.1,64.713,-147.287,8.9973,1607133685.21015
0.26,64.4977,-146.8864,16.9372,1607177673.23901
0.67,64.264,-147.9553,15.9289,1607191297.02312
1.26,64.9881,-147.3764,0.0,1607213113.04781
1.41,64.9722,-147.4164,0.0,1607217537.65118
0.9,64.8947,-148.9907,14.5287,1607233049.56011
0.26,64.7109,-147.6805,15.4953,1607244964.42563
0.6,64.8957,-148.361,3.4923,1607252300.68709
1.65,64.0099,-148.754,0.0,1607274663.44543
0.84,64.9784,-147.3837,0.0,1607299792.79187
0.55,64.7589,-146.7488,10.093,1607335794.26171
1.36,64.9899,-147.4119,0.0,1607386642.32388
1.16,64.9645,-147.3856,0.0,1607473320.71835
0.72,64.0899,-148.0142,0.5928,1607495549.33964
0.4,64.4556,-147.4263,16.9431,1607513526.75194
0.29,64.7177,-147.5293,10.5944,1607528477.64575
0.23,64.7027,-147.5561,10.5115,1607530170.98528
0.22,64.507,-147.7981,8.6467,1607532427.1659
0.51,64.8453,-147.7088,11.112,1607544999.69503
-0.02,64.6558,-147.6332,12.7404,1607567634.62002
0.77,64.5158,-147.8073,11.4044,1607584918.98857
0.44,64.4937,-148.1392,20.4206,1607591985.93174
0.39,64.7749,-148.787,15.4134,1607594214.34989
0.34,64.9407,-148.925,7.5606,1607609584.25852
1.08,64.9851,-147.3054,0.0,1607622513.0765
0.57,64.4738,-146.593,13.7588,1607629598.27438
0.2,64.8104,-147.4784,10.4228,1607633812.19237
1.1,64.99,-147.3973,0.0,1607645513.97066
0.26,64.7871,-147.7995,15.5818,1607719006.54544
0.6,64.3007,-148.512,10.1633,1607751696.52934
0.52,64.7606,-147.4598,16.0102,1607773234.61495
0.61,64.6932,-147.5248,15.5564,1607788043.88808
1.31,64.9866,-147.3338,0.0,1607818441.67647
0.22,64.7204,-148.2153,14.5618,1607888257.70104
0.79,65.0274,-147.2252,0.0,1607889789.49328
0.77,64.6324,-148.0534,19.5,1607901453.37434
1.29,64.9798,-147.4206,0.0,1607904736.48552
1.62,64.0041,-148.7093,0.0,1607905076.59526
0.91,65.0123,-147.4621,12.4925,1607951885.39693
0.62,64.7326,-147.6191,13.7873,1607954001.64311
1.34,64.9787,-147.327,0.0,1607993036.32594
0.61,64.9851,-147.3704,0.0,1608062629.57678
1.76,64.9778,-147.4024,0.0,1608082578.69804
0.23,64.7447,-148.0671,13.2488,1608098670.19922
0.96,65.2392,-146.0658,7.7259,1608193534.49544
0.97,65.8096,-147.0985,2.7986,1608236728.94025
1.24,64.9874,-147.3427,0.0,1608240282.34095
0.87,65.604,-147.9482,14.7619,1608262177.00128
1.34,64.6162,-148.3844,17.3798,1608284732.34368
0.32,64.6376,-148.3952,10.2233,1608284828.1398
1.3,64.5232,-147.7832,16.6328,1608295333.09249
0.23,64.5382,-147.7992,19.9876,1608295848.39805
0.38,64.5142,-147.7936,16.4448,1608314969.44253
0.28,64.5098,-147.7299,9.8196,1608315585.42087
0.47,64.5219,-147.7853,17.0589,1608316600.88135
0.75,64.7773,-148.9985,20.0003,1608320029.70549
0.36,64.5211,-147.1809,0.9822,1608421680.81259
1.32,64.9873,-147.3981,0.0,1608425155.42375
0.48,65.1289,-146.9049,11.5902,1608474295.99645
1.52,64.0015,-148.7455,0.0,1608506589.27492
0.79,64.988,-147.414,0.0,1608509746.36626
0.27,64.4075,-147.0239,10.6613,1608525037.86705
0.73,64.7045,-147.6293,14.0874,1608530778.90656
0.77,65.1761,-146.1932,6.7375,1608551073.23761
0.54,64.6905,-146.8579,10.6707,1608560890.94486
0.01,64.8179,-147.7037,9.6018,1608564529.37674
0.47,65.0332,-147.7884,24.0314,1608593091.49539
1.21,64.5244,-147.7946,19.3974,1608630235.91345
1.38,64.9828,-147.3983,0.0,1608667236.24147
1.4,64.9852,-147.3429,0.0,1608682287.50381
0.58,64.7756,-148.9692,17.8342,1608683478.33462
0.74,64.5448,-147.8006,11.1201,1608709065.33558
0.56,64.7335,-147.6643,15.6047,1608729078.80841
0.99,64.5987,-148.1551,9.1105,1608748073.36903
0.69,64.6313,-148.3957,11.7038,1608756689.48501
0.47,64.9797,-147.1404,17.5396,1608807432.05789
1.37,64.7549,-148.9785,24.2741,1608813318.39359
0.44,64.6032,-148.7454,20.1432,1608826316.81234
1.51,64.9863,-147.3991,0.0,1608841057.87458
0.35,64.5775,-147.9377,18.3542,1608844348.98424
1.47,64.9007,-148.869,8.8573,1608851453.96677
0.68,64.4715,-146.8705,5.7226,1608866042.14468
0.33,64.6971,-147.6371,9.7622,1608897828.83638
1.24,64.9909,-147.3503,0.0,1608941502.16987
1.04,64.0528,-147.2116,9.8294,1609009060.01459
1.67,64.9936,-147.3877,0.0,1609027448.45898
0.62,64.7618,-148.9213,18.1879,1609064558.17313
0.56,64.5802,-147.067,9.7864,1609078598.21287
0.96,64.9058,-148.6298,13.3959,1609097329.40623
0.69,64.9628,-148.8257,4.418,1609115295.33904
0.86,64.9889,-147.3651,0.0,1609116470.6451
0.94,64.6234,-147.0157,15.2843,1609138691.69395
1.31,64.755,-148.8406,12.9911,1609150405.42934
1.34,65.0002,-147.3915,0.0,1609185899.02771
0.61,64.3609,-146.676,0.0198,1609208818.46857
0.23,64.6946,-147.6646,14.5006,1609219010.76468
0.63,64.8482,-148.9718,12.074,1609257206.59236
0.33,64.7673,-147.7945,12.1908,1609280528.09248
0.92,64.9892,-147.3948,0.0,1609288541.92653
0.93,64.8105,-148.7798,11.3411,1609289667.71756
1.16,65.2463,-148.93,4.8724,1609330708.17387
1.85,64.9797,-147.3761,0.0,1609375055.10707
0.78,64.4545,-147.5865,9.6817,1609403949.33712
0.52,64.7157,-146.839,6.7848,1609410425.12856
0.38,64.5239,-147.4628,9.8672,1609413146.60583
0.77,64.9865,-147.3691,0.0,1609459070.23014
0.45,65.0589,-148.688,18.9428,1609491641.53121
0.34,64.707,-147.5456,16.1205,1609505865.82658
1.41,64.989,-147.3699,0.0,1609546318.97506
0.29,64.924,-147.5743,13.6651,1609584654.02114
2.12,64.7243,-148.9244,8.0646,1609604170.80116
1.62,64.9922,-147.3556,0.0,1609632975.93557
0.79,64.5637,-146.4156,11.2358,1609677473.57639
0.9,64.2113,-148.0301,10.5468,1609703566.1857
0.27,64.7651,-148.8503,12.4412,1609707121.76722
1.27,64.8991,-148.9369,20.54,1609707259.49464
1.67,64.9958,-147.3628,0.0,1609721161.75063
0.51,65.0742,-147.8244,19.8493,1609738701.20549
0.29,64.555,-147.0507,14.2813,1609752647.65159
0.94,64.865,-148.9752,19.9379,1609762051.96008
0.97,64.4935,-148.0834,21.0761,1609794682.06467
0.7,64.4881,-148.0315,21.0081,1609795772.1398
1.25,64.9789,-147.3411,0.0,1609805944.99588
0.57,64.9373,-148.8905,13.6692,1609828042.17587
1.33,65.5216,-147.963,8.8549,1609841148.69543
2.83,64.7604,-147.819,21.9624,1609888848.76737
0.18,64.8142,-147.7476,12.5828,1609889107.44081
1.07,64.9901,-147.3817,0.0,1609891675.85895
0.82,64.5132,-148.9435,16.1612,1609929655.39889
0.7,64.506,-148.9412,13.505,1609937008.40098
0.97,64.4834,-147.9958,20.405,1609942536.04375
0.88,64.794,-147.7701,14.1741,1609954459.10933
1.22,64.952,-147.411,0.0,1609978030.18947
0.48,64.5455,-148.9337,0.4742,1610025328.09196
1.57,64.9884,-147.3707,0.0,1610064794.51833
0.45,64.5394,-147.7733,13.8577,1610090420.72631
1.88,64.0102,-148.759,0.0,1610093269.20336
0.91,65.5011,-148.0971,5.6734,1610109516.83085
0.3,64.7974,-147.7829,15.9612,1610124346.2411
0.78,64.8418,-148.9818,16.6933,1610163141.61629
1.15,64.9929,-147.5402,11.8261,1610171224.12176
0.24,64.8029,-147.7632,12.2853,1610183302.01026
0.24,64.9365,-147.571,7.2156,1610192470.37447
1.03,65.2852,-148.9687,0.8646,1610224045.18358
0.96,65.2489,-148.9526,6.3039,1610224120.75615
0.92,65.2949,-148.9977,7.5984,1610224267.88667
1.65,64.9949,-147.3794,0.0,1610237953.12068
0.66,64.7384,-147.8573,11.2938,1610238383.05819
0.59,64.6747,-148.8539,16.4537,1610242064.73654
0.57,64.4681,-147.7326,4.0537,1610242784.40454
0.79,64.7963,-147.7668,14.6827,1610246883.03199
0.49,64.8246,-148.5055,11.6344,1610253627.99489
1.05,64.9816,-147.3425,0.0,1610324223.21342
1.55,64.9748,-147.3607,0.0,1610330996.83462
1.37,64.6421,-146.8982,7.4585,1610359756.00978
1.19,64.6169,-148.7641,18.6065,1610367865.71236
1.1,64.4174,-148.996,6.6775,1610372573.22365
0.93,64.943,-148.9743,19.0566,1610379422.6267
1.35,64.019,-148.7782,0.0,1610411721.956
0.38,65.0734,-148.5919,17.6455,1610427638.56937
1.06,64.7072,-146.8602,3.8371,1610470484.0683
1.29,64.978,-147.3124,0.0,1610483843.88824
0.83,64.7805,-148.9966,23.0438,1610485373.63869
0.99,64.9863,-147.3861,0.0,1610498295.96373
0.33,64.8472,-147.5073,14.1872,1610525592.65373
0.68,64.1536,-148.0521,9.2181,1610526811.84478
0.45,64.7864,-147.7304,18.0378,1610532631.6658
0.95,65.2221,-148.9295,13.2014,1610549557.51164
0.59,65.1954,-148.8097,10.0,1610553780.63748
0.32,64.7501,-148.9779,14.274,1610568616.59291
0.88,64.9935,-147.4375,0.0,1610583830.1354
1.71,64.0156,-148.7592,0.793,1610585306.4265
0.38,64.9679,-147.7681,13.7674,1610629171.42685
1.19,64.9972,-147.391,0.0,1610670139.05893
1.82,64.0037,-148.7794,0.0,1610688014.81585
1.5,64.6926,-146.7913,10.3142,1610705411.16933
0.76,64.4481,-147.1517,13.9259,1610716100.80973
1.01,64.9119,-147.2927,13.2959,1610726129.44368
1.24,64.7502,-148.9858,7.3827,1610746997.1808
0.64,64.4875,-147.4066,6.4285,1610752025.2245
1.05,64.98,-147.3778,0.0,1610755735.52546
0.61,64.7156,-148.6202,6.9856,1610834246.03045
1.47,64.9809,-147.3643,0.0,1610842125.54092
0.8,65.8921,-146.1659,6.6833,1610853306.32661
0.23,64.6991,-147.6022,15.2953,1610875796.67294
0.43,64.4365,-147.7002,13.8497,1610896525.2614
0.26,64.6492,-147.7075,12.8323,1610923820.20785
0.86,64.6332,-147.7057,12.377,1610924140.15478
0.91,64.6253,-147.7057,11.5551,1610924197.45131
2.06,64.6266,-147.7244,13.1861,1610924261.75111
2.32,64.6308,-147.7044,13.9182,1610924369.52614
1.54,64.6303,-147.681,8.7671,1610924458.19531
1.31,64.6353,-147.6966,12.4935,1610924502.97816
0.6,64.6255,-147.6958,13.3648,1610924568.63494
0.21,64.6382,-147.7037,10.9593,1610924627.90389
1.68,64.0024,-148.744,0.0,1610924903.18375
0.72,64.6314,-147.6968,12.977,1610925227.85962
0.57,64.6518,-147.6771,6.8156,1610926241.05996
0.12,64.6336,-147.6903,11.9501,1610926604.97911
0.25,64.6317,-147.6764,10.6781,1610926834.83307
1.43,64.6408,-147.7099,8.1046,1610932111.96462
1.26,64.6452,-147.7638,12.4858,1610932657.80681
0.09,64.6333,-147.6921,14.4118,1610932795.29145
0.3,64.6378,-147.6876,12.2368,1610932890.49329
0.09,64.6327,-147.707,13.1116,1610934089.82392
0.48,64.4516,-147.3014,5.0557,1610951863.14554
-0.06,64.8646,-147.7186,10.1609,1610956506.80992
0.82,64.7215,-146.8058,5.1576,1610959092.08503
0.81,64.1978,-148.5222,15.7474,1610982960.58472
1.24,64.9773,-147.3778,0.0,1611015469.83582
1.33,64.4511,-147.8944,5.1635,1611041261.66517
1.09,64.7729,-148.9872,14.7171,1611063032.41348
1.54,65.2256,-148.9533,1.4174,1611068159.81314
1.31,64.9833,-147.3412,0.0,1611087495.85265
0.73,64.5024,-147.9335,11.8318,1611102803.89485
1.05,64.9859,-147.3925,0.0,1611104311.22294
1.06,65.3951,-148.7272,6.0777,1611107592.8781
0.55,65.2207,-148.94,5.6874,1611155221.75755
0.38,64.6877,-147.327,12.386,1611171345.11885
1.05,64.9701,-147.3749,0.0,1611187578.40994
0.02,64.7879,-147.9061,16.5243,1611230686.94381
1.88,64.4868,-146.4247,8.1701,1611237350.62686
0.38,64.579,-146.9804,17.527,1611263295.27209
0.72,64.6904,-147.6153,14.0978,1611272369.12878
1.52,64.9809,-147.3685,0.0,1611273649.21083
0.93,64.4017,-148.3016,15.5681,1611350433.42052
0.57,64.6948,-146.7557,20.1666,1611359064.69011
1.09,64.9885,-147.3892,0.0,1611360600.93474
0.84,64.5001,-147.4691,6.1759,1611362512.38166
1.48,64.8304,-148.7618,15.6675,1611367730.55221
2.03,64.8357,-148.7692,13.4284,1611367813.97478
0.04,64.6689,-147.616,12.075,1611369556.80301
0.23,64.8721,-148.6553,17.6127,1611379597.25713
2.01,64.8134,-147.5835,8.159,1611430642.31791
1.33,64.9808,-147.372,0.0,1611447158.82497
0.94,64.7367,-146.8319,11.4696,1611453293.35331
0.66,64.5456,-147.8176,18.0392,1611455815.13112
0.55,64.3185,-148.1444,17.454,1611460233.66282
0.56,65.6219,-148.3134,11.0173,1611473340.81169
0.5,65.0101,-148.8897,16.2525,1611531693.28025
1.1,64.8062,-147.7016,14.6406,1611559256.99113
0.13,64.9912,-147.6091,10.5348,1611579677.52388
0.22,64.8529,-147.679,14.9543,1611588074.80092
0.85,64.7839,-147.8913,14.4091,1611616622.91964
1.23,64.9775,-147.4256,0.0,1611620374.45547
0.43,64.8046,-148.7916,13.0238,1611628711.06936
1.24,64.7276,-148.5404,15.1183,1611656725.08795
0.9,64.4543,-147.2768,5.8248,1611675936.29309
-0.05,64.6604,-147.6335,13.6424,1611695912.15611
0.86,64.9998,-147.3746,0.0,1611706558.31922
0.75,64.8602,-147.2057,13.5454,1611709130.59703
1.3,64.7174,-147.9546,9.5898,1611758454.93806
2.31,64.6694,-147.7671,14.0354,1611771327.91171
0.22,64.6738,-147.7826,12.3903,1611787419.58202
1.13,64.789,-147.8531,14.6727,1611790808.8825
0.79,64.9952,-147.3365,0.0,1611792811.09503
1.18,64.983,-147.4524,0.0,1611794368.48806
2.1,65.2228,-148.9694,12.1667,1611830575.22659
0.46,64.7064,-146.8581,7.984,1611836905.11006
0.6,65.2437,-148.9527,9.3591,1611886355.16668
0.68,64.1379,-148.7268,12.9554,1611898706.28486
0.56,64.6206,-147.0775,14.1063,1611921513.27455
0.81,65.6103,-148.2754,11.4277,1611933227.61108
0.88,64.7912,-148.0439,12.3153,1611942476.15936
1.43,64.0025,-148.7561,0.0,1611967655.63009
0.97,65.2701,-148.9726,2.3322,1611973386.02227
0.58,65.0981,-148.691,10.1955,1611977937.04215
0.84,64.2677,-148.2445,8.4678,1611996963.72901
0.54,64.9563,-148.5663,3.3388,1612034810.82572
0.53,64.2105,-147.8518,12.9712,1612047007.45017
0.64,64.2728,-146.1291,8.9512,1612052693.13562
1.32,64.2737,-148.4587,14.9694,1612054446.65084
1.69,64.9873,-147.356,0.0,1612057447.29122
0.16,64.6745,-148.1098,10.9853,1612077925.41149
0.91,64.4827,-146.957,6.6206,1612106828.33371
0.33,64.9169,-148.1397,12.2599,1612119382.95186
0.33,64.9315,-148.8848,15.2145,1612121617.22243
0.99,64.2762,-148.3859,16.1753,1612137479.7623
1.71,65.009,-147.4045,0.0,1612137824.33573
0.61,64.7956,-146.907,6.5272,1612158819.15084
0.76,64.9157,-148.6154,14.4899,1612192167.94195
1.6,64.482,-146.9881,7.313,1612222679.64952
0.5,64.7492,-147.4935,16.3868,1612224974.82888
1.18,64.9904,-147.359,0.0,1612297481.59743
0.23,64.7094,-147.6553,15.9614,1612310848.64879
2.12,64.7505,-148.9557,15.7758,1612339378.6018
0.53,64.7522,-148.9245,14.028,1612339737.75051
0.79,64.7592,-148.9362,15.9099,1612340341.34117
0.6,65.1716,-148.9969,17.896,1612342355.742
0.49,64.7592,-148.908,8.0804,1612374568.79852
1.46,64.9775,-147.3145,0.0,1612399068.57037
0.06,64.8489,-147.4035,12.1442,1612415257.22087
0.54,64.8228,-147.4255,3.7145,1612420268.16895
0.3,64.8406,-148.9671,7.4179,1612421985.02565
1.22,65.7799,-147.591,7.1485,1612423514.17036
0.34,64.9717,-147.1095,12.2695,1612432542.14411
0.39,64.7346,-146.8013,7.8908,1612451994.51453
1.38,64.7956,-148.7508,16.3668,1612465114.05698
1.1,64.9752,-147.3531,0.0,1612484690.31594
1.06,64.0308,-148.1321,103.036,1612541112.52443
0.17,64.8069,-148.827,12.9737,1612545555.73591
0.59,64.6098,-148.6429,15.1622,1612557266.32962
0.06,64.7737,-147.7662,15.4082,1612573214.21813
0.79,64.4511,-147.9819,14.6303,1612580407.70162
1.17,64.9797,-147.3908,0.0,1612642784.32872
0.23,64.9383,-148.912,18.5577,1612656030.57561
1.12,64.9894,-147.3739,0.0,1612656366.04686
0.45,64.4064,-146.9686,10.7628,1612658800.01871
1.41,64.2349,-147.9929,3.1235,1612664997.51581
1.41,64.8619,-148.9488,20.9307,1612677911.84986
0.8,64.5915,-147.0045,13.6015,1612738533.81363
1.17,64.9957,-147.3469,0.0,1612743240.09713
1.06,64.8821,-147.4009,10.7862,1612750221.37715
0.44,64.7523,-147.534,11.5731,1612761919.68443
0.2,64.518,-147.7704,13.2241,1612821860.04794
1.11,64.9844,-147.3946,0.0,1612829692.23735
1.08,64.7664,-148.2327,24.2238,1612872210.87808
1.03,64.9906,-147.3514,0.0,1612916130.11356
2.22,64.2302,-148.8653,10.1773,1612952838.09951
0.53,64.8016,-147.3888,7.7846,1612961147.46025
0.69,65.0469,-147.6931,13.45,1612964404.53894
0.71,64.776,-148.8358,14.4106,1612969575.28089
0.53,64.5553,-148.6624,11.1816,1612991189.80548
1.05,64.977,-147.3673,0.0,1613015338.4916
1.02,64.838,-148.4665,16.1638,1613017454.42809
1.12,65.3903,-148.7141,6.1371,1613043367.03992
1.0,64.6567,-147.6092,15.1949,1613077118.35303
1.03,64.9862,-147.4082,0.0,1613088856.54027
